玉兰香苑(二期) 2室2厅 74.19平米,2017.04,436,58769
孙桥花苑 2室1厅 64.44平米,2017.04,279,43297
紫晶苑 1室2厅 60.89平米,2017.04,275.5,45246
古桐路小区 1室1厅 36.45平米,2017.04,216.2,59315
杨镇新村 2室1厅 71.62平米,2017.04,290,40492
阳光花城 2室2厅 112.79平米,2017.04,735,65166
阳光花城 2室2厅 112.79平米,2017.04,735,65166
玉兰香苑(三期) 2室1厅 57.79平米,2017.04,340,58834
香楠小区 2室1厅 58平米,2017.04,326,56207
张江公馆 3室2厅 105平米,2017.04,500,47620
毕加索小镇(一期)(公寓) 2室2厅 93.06平米,2017.04,530,56953
城市经典(四期) 1室1厅 60.92平米,2017.04,448,73540
玉兰香苑(二期) 2室2厅 88.91平米,2017.04,440,49489
中芯花园(公寓) 4室3厅 205.72平米,2017.04,1093,53131
毕加索小镇(一期)(公寓) 1室1厅 66.21平米,2017.04,388,58602
汤臣湖庭 4室2厅 400.77平米,2017.04,2745,68494
广兰名苑 3室2厅 154.94平米,2017.04,718,46341
张江公馆 2室2厅 71.56平米,2017.04,390,54500
阳光花城 3室2厅 135.88平米,2017.04,898,66088
川杨新苑(四期) 1室1厅 57.16平米,2017.04,290,50735
玉兰香苑(三期) 3室2厅 121.84平米,2017.04,563,46209
华陇建中小区 2室1厅 58.31平米,2017.04,300,51450
贝越佳园 1室1厅 58.07平米,2017.04,362.5,62425
香楠小区 1室1厅 41.17平米,2017.04,220,53437
玉兰香苑(三期) 2室2厅 85.24平米,2017.04,418,49039
阳光花城 4室2厅 166.38平米,2017.04,998,59984
城市经典(四期) 1室1厅 63.92平米,2017.04,431.5,67507
张江汤臣豪园(三期) 3室1厅 88.67平米,2017.04,722,81426
东郊华庭 5室3厅 276平米,2017.04,1795,65037
盛大天地青春里(一期) 1室1厅 51平米,2017.04,190,37255
城市经典(四期) 1室1厅 60.92平米,2017.04,450,73868
阳光花城 3室2厅 134.51平米,2017.04,794,59030
玉兰香苑(一期) 2室2厅 94.12平米,2017.04,455,48343
玉兰香苑(一期) 1室2厅 57.36平米,2017.04,309,53871
玉兰香苑(四期) 3室2厅 91.12平米,2017.04,460,50483
杨镇新村 3室1厅 85.97平米,2017.04,358,41643
玉兰香苑(一期) 1室2厅 57.36平米,2017.04,309,53871
张江汤臣豪园(二期) 3室2厅 117.87平米,2017.03,750,63630
杨镇新村 2室1厅 71.45平米,2017.03,314,43947
古桐公寓 2室1厅 65.68平米,2017.03,348,52985
玉兰香苑(一期) 3室2厅 112.14平米,2017.03,536.5,47842
益丰新村 2室2厅 76.57平米,2017.03,400,52240
春港丽园(公寓) 2室1厅 58.09平米,2017.03,309,53194
长城中环墅 4室2厅 183.3平米,2017.03,1050,57284
紫晶苑 1室1厅 60.48平米,2017.03,269,44478
香楠小区 1室1厅 38.94平米,2017.03,234.5,60221
张江公馆 3室2厅 105.32平米,2017.03,495,47000
城市经典(二期)(别墅) 4室2厅 260.16平米,2017.03,1400,53814
展想悦廷 1室1厅 53平米,2017.03,160,30189
